work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2022,Entry,Full-time,Machine Learning Engineer,83000,United States,On-Site,United States,LARGE,Machine Learning,89864
2022,Intermediate,Full-time,Data Engineer,92350,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,99987
2022,Intermediate,Full-time,Data Engineer,67723,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,73323
2022,Senior,Full-time,Data Scientist,186000,United States,On-Site,United States,MEDIUM,Data Science,201382
2022,Senior,Full-time,Data Scientist,148800,United States,On-Site,United States,MEDIUM,Data Science,161105
2022,Senior,Full-time,Data Analyst,112900,United States,On-Site,United States,MEDIUM,Data Analyst,122236
2022,Senior,Full-time,Data Analyst,90320,United States,On-Site,United States,MEDIUM,Data Analyst,97789
2022,Senior,Full-time,ML Engineer,240000,United States,On-Site,United States,MEDIUM,Machine Learning,259848
2022,Senior,Full-time,ML Engineer,160000,United States,On-Site,United States,MEDIUM,Machine Learning,173232
2022,Senior,Full-time,Data Science Manager,300000,United States,Full-Remote,United States,MEDIUM,Management,324810
2022,Senior,Full-time,Data Science Manager,200000,United States,Full-Remote,United States,MEDIUM,Management,216540
2022,Intermediate,Full-time,Data Engineer,65666,Germany,Half-Remote,Germany,SMALL,Data Engineering,71096
2022,Intermediate,Full-time,AI Scientist,200000,India,Full-Remote,United States,LARGE,Other,216540
2022,Intermediate,Full-time,Machine Learning Engineer,116976,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,126649
2022,Intermediate,Full-time,Machine Learning Engineer,92350,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,99987
2022,Intermediate,Full-time,AI Scientist,120000,United States,On-Site,United States,MEDIUM,Other,129924
2022,Senior,Full-time,Data Analyst,112900,United States,Full-Remote,United States,MEDIUM,Data Analyst,122236
2022,Senior,Full-time,Data Analyst,90320,United States,Full-Remote,United States,MEDIUM,Data Analyst,97789
2022,Senior,Full-time,Data Analytics Manager,145000,United States,Full-Remote,United States,MEDIUM,Management,156991
2022,Senior,Full-time,Data Analytics Manager,105400,United States,Full-Remote,United States,MEDIUM,Management,114116
2020,Entry,Full-time,Data Scientist,49268,Germany,On-Site,Germany,SMALL,Data Science,56264
2022,Intermediate,Full-time,Data Engineer,110820,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,119984
2022,Intermediate,Full-time,Data Engineer,92350,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,99987
2022,Senior,Full-time,Data Scientist,215300,United States,Full-Remote,United States,LARGE,Data Science,233105
2022,Senior,Full-time,Data Scientist,158200,United States,Full-Remote,United States,LARGE,Data Science,171283
2022,Senior,Full-time,Data Engineer,209100,United States,Full-Remote,United States,LARGE,Data Engineering,226392
2022,Senior,Full-time,Data Engineer,154600,United States,Full-Remote,United States,LARGE,Data Engineering,167385
2022,Senior,Full-time,Data Analyst,115934,United States,On-Site,United States,MEDIUM,Data Analyst,125521
2022,Senior,Full-time,Data Analyst,81666,United States,On-Site,United States,MEDIUM,Data Analyst,88419
2022,Senior,Full-time,Data Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,189472
2022,Senior,Full-time,Data Engineer,155000,United States,Full-Remote,United States,MEDIUM,Data Engineering,167818
2022,Intermediate,Full-time,Machine Learning Engineer,84053,France,Full-Remote,Germany,MEDIUM,Machine Learning,91004
2022,Senior,Full-time,Data Analyst,164000,United States,On-Site,United States,MEDIUM,Data Analyst,177562
2022,Senior,Full-time,Data Analyst,132000,United States,On-Site,United States,MEDIUM,Data Analyst,142916
2022,Senior,Full-time,Data Scientist,170000,United States,Full-Remote,United States,MEDIUM,Data Science,184059
2022,Senior,Full-time,Data Scientist,123000,United States,Full-Remote,United States,MEDIUM,Data Science,133172
2022,Senior,Full-time,Machine Learning Engineer,189650,United States,On-Site,United States,MEDIUM,Machine Learning,205334
2022,Senior,Full-time,Machine Learning Engineer,164996,United States,On-Site,United States,MEDIUM,Machine Learning,178641
2022,Intermediate,Full-time,ETL Developer,52533,Greece,On-Site,Greece,MEDIUM,Other,56877
2022,Intermediate,Full-time,ETL Developer,52533,Greece,On-Site,Greece,MEDIUM,Other,56877
2022,Executive,Full-time,Lead Data Engineer,115222,Canada,Full-Remote,Canada,SMALL,Management,124750
2022,Senior,Full-time,Data Engineer,165400,United States,Full-Remote,United States,MEDIUM,Data Engineering,179078
2022,Senior,Full-time,Data Engineer,132320,United States,Full-Remote,United States,MEDIUM,Data Engineering,143262
2022,Senior,Full-time,Data Architect,208775,United States,Full-Remote,United States,MEDIUM,Data Architecture,226040
2022,Senior,Full-time,Data Architect,147800,United States,Full-Remote,United States,MEDIUM,Data Architecture,160023
2022,Senior,Full-time,Data Engineer,136994,United States,Full-Remote,United States,MEDIUM,Data Engineering,148323
2022,Senior,Full-time,Data Engineer,101570,United States,Full-Remote,United States,MEDIUM,Data Engineering,109969
2022,Senior,Full-time,Data Analyst,128875,United States,Full-Remote,United States,MEDIUM,Data Analyst,139532
2022,Senior,Full-time,Data Analyst,93700,United States,Full-Remote,United States,MEDIUM,Data Analyst,101448
2022,Executive,Full-time,Head of Machine Learning,76309,India,Half-Remote,India,LARGE,Management,82619
2022,Entry,Full-time,Machine Learning Engineer,35093,United Kingdom,Full-Remote,United Kingdom,LARGE,Machine Learning,37995
2022,Senior,Full-time,Data Engineer,183600,United States,Full-Remote,United States,LARGE,Data Engineering,198783
2022,Senior,Full-time,Data Engineer,100800,United States,Full-Remote,United States,LARGE,Data Engineering,109136
2022,Intermediate,Full-time,Data Analyst,49253,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Analyst,53326
2022,Intermediate,Full-time,Data Analyst,36940,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Analyst,39994
2022,Intermediate,Full-time,Data Analyst,42026,Spain,Full-Remote,Spain,MEDIUM,Data Analyst,45501
2022,Intermediate,Full-time,Data Analyst,31520,Spain,Full-Remote,Spain,MEDIUM,Data Analyst,34126
2022,Intermediate,Full-time,Data Engineer,84053,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,91004
2022,Intermediate,Full-time,Data Engineer,73546,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,79628
2022,Intermediate,Full-time,Data Engineer,98506,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,106652
2022,Intermediate,Full-time,Data Engineer,86193,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,93321
2022,Intermediate,Full-time,Data Engineer,84053,Greece,Full-Remote,Greece,MEDIUM,Data Engineering,91004
2022,Intermediate,Full-time,Data Engineer,73546,Greece,Full-Remote,Greece,MEDIUM,Data Engineering,79628
2022,Senior,Full-time,Machine Learning Engineer,189650,United States,On-Site,United States,MEDIUM,Machine Learning,205334
2022,Senior,Full-time,Machine Learning Engineer,164996,United States,On-Site,United States,MEDIUM,Machine Learning,178641
2022,Intermediate,Full-time,Data Analyst,42026,Greece,Full-Remote,Greece,MEDIUM,Data Analyst,45501
2022,Intermediate,Full-time,Data Analyst,31520,Greece,Full-Remote,Greece,MEDIUM,Data Analyst,34126
2022,Intermediate,Full-time,Data Engineer,92350,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,99987
2022,Intermediate,Full-time,Data Engineer,73880,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,79989
2022,Senior,Full-time,Data Scientist,215300,United States,On-Site,United States,LARGE,Data Science,233105
2022,Senior,Full-time,Data Scientist,140400,United States,On-Site,United States,LARGE,Data Science,152011
2022,Intermediate,Full-time,Data Engineer,63040,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,68253
2022,Intermediate,Full-time,Data Engineer,47280,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,51190
2022,Senior,Full-time,Data Scientist,260000,United States,Full-Remote,United States,MEDIUM,Data Science,281502
2022,Senior,Full-time,Data Scientist,180000,United States,Full-Remote,United States,MEDIUM,Data Science,194886
2022,Intermediate,Full-time,Data Scientist,67723,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,73323
2022,Intermediate,Full-time,Data Scientist,43096,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,46660
2022,Intermediate,Full-time,Data Engineer,63040,Greece,Full-Remote,Greece,MEDIUM,Data Engineering,68253
2022,Intermediate,Full-time,Data Engineer,47280,Greece,Full-Remote,Greece,MEDIUM,Data Engineering,51190
2022,Intermediate,Full-time,Data Engineer,73880,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,79989
2022,Intermediate,Full-time,Data Engineer,55410,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,59992
2021,Intermediate,Full-time,Machine Learning Engineer,51064,Italy,Half-Remote,Italy,LARGE,Machine Learning,57210
2022,Senior,Full-time,Data Science Engineer,60000,Argentina,Full-Remote,Mexico,LARGE,Other,64962
2022,Intermediate,Full-time,Data Engineer,82900,United States,On-Site,United States,MEDIUM,Data Engineering,89755
2022,Intermediate,Full-time,Data Engineer,63900,United States,On-Site,United States,MEDIUM,Data Engineering,69184
2022,Intermediate,Full-time,Machine Learning Scientist,160000,United States,Full-Remote,United States,LARGE,Machine Learning,173232
2022,Intermediate,Full-time,Machine Learning Scientist,112300,United States,Full-Remote,United States,LARGE,Machine Learning,121587
2022,Intermediate,Full-time,Data Science Manager,241000,United States,Full-Remote,United States,MEDIUM,Management,260930
2022,Intermediate,Full-time,Data Science Manager,159000,United States,Full-Remote,United States,MEDIUM,Management,172149
2022,Senior,Full-time,Data Scientist,180000,United States,On-Site,United States,MEDIUM,Data Science,194886
2022,Senior,Full-time,Data Scientist,80000,United States,On-Site,United States,MEDIUM,Data Science,86616
2022,Intermediate,Full-time,Data Analyst,58000,United States,On-Site,United States,SMALL,Data Analyst,62796
2022,Intermediate,Full-time,Data Analyst,58000,United States,On-Site,United States,SMALL,Data Analyst,62796
2022,Senior,Full-time,Data Engineer,136000,United States,On-Site,United States,MEDIUM,Data Engineering,147247
2022,Senior,Full-time,Data Engineer,108800,United States,On-Site,United States,MEDIUM,Data Engineering,117797
2022,Executive,Full-time,Data Engineer,242000,United States,Full-Remote,United States,MEDIUM,Data Engineering,262013
2022,Executive,Full-time,Data Engineer,200000,United States,Full-Remote,United States,MEDIUM,Data Engineering,216540
2022,Intermediate,Full-time,Data Scientist,61566,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,66657
2022,Intermediate,Full-time,Data Scientist,36940,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,39994
2022,Intermediate,Full-time,Data Engineer,73880,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,79989
2022,Intermediate,Full-time,Data Engineer,49253,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,53326
2022,Senior,Full-time,Data Scientist,165220,United States,Full-Remote,United States,MEDIUM,Data Science,178883
2022,Senior,Full-time,Data Scientist,120160,United States,Full-Remote,United States,MEDIUM,Data Science,130097
2022,Senior,Full-time,Data Analyst,124190,United States,Full-Remote,United States,MEDIUM,Data Analyst,134460
2022,Senior,Full-time,Data Analyst,90320,United States,Full-Remote,United States,MEDIUM,Data Analyst,97789
2022,Senior,Full-time,Data Engineer,181940,United States,On-Site,United States,MEDIUM,Data Engineering,196986
2022,Senior,Full-time,Data Engineer,132320,United States,On-Site,United States,MEDIUM,Data Engineering,143262
2022,Senior,Full-time,Data Engineer,220110,United States,On-Site,United States,MEDIUM,Data Engineering,238313
2022,Senior,Full-time,Data Engineer,160080,United States,On-Site,United States,MEDIUM,Data Engineering,173318
2022,Senior,Full-time,Data Scientist,180000,United States,On-Site,United States,LARGE,Data Science,194886
2022,Senior,Full-time,Data Scientist,120000,United States,On-Site,United States,LARGE,Data Science,129924
2022,Intermediate,Full-time,Data Analyst,126500,United States,On-Site,United States,MEDIUM,Data Analyst,136961
2022,Intermediate,Full-time,Data Analyst,106260,United States,On-Site,United States,MEDIUM,Data Analyst,115047
2022,Senior,Full-time,Data Analyst,116000,United States,On-Site,United States,MEDIUM,Data Analyst,125593
2022,Senior,Full-time,Data Analyst,99000,United States,On-Site,United States,MEDIUM,Data Analyst,107187
2022,Senior,Full-time,Data Analyst,155000,United States,Full-Remote,United States,MEDIUM,Data Analyst,167818
2022,Senior,Full-time,Data Analyst,120600,United States,Full-Remote,United States,MEDIUM,Data Analyst,130573
2022,Intermediate,Full-time,Data Scientist,130000,United States,On-Site,United States,MEDIUM,Data Science,140751
2022,Intermediate,Full-time,Data Scientist,90000,United States,On-Site,United States,MEDIUM,Data Science,97443
2022,Intermediate,Full-time,Data Engineer,170000,United States,Full-Remote,United States,MEDIUM,Data Engineering,184059
2022,Intermediate,Full-time,Data Engineer,150000,United States,Full-Remote,United States,MEDIUM,Data Engineering,162405
2022,Senior,Full-time,Data Analyst,102100,United States,Full-Remote,United States,MEDIUM,Data Analyst,110543
2022,Senior,Full-time,Data Analyst,84900,United States,Full-Remote,United States,MEDIUM,Data Analyst,91921
2022,Senior,Full-time,Data Scientist,136620,United States,Full-Remote,United States,MEDIUM,Data Science,147918
2022,Senior,Full-time,Data Scientist,99360,United States,Full-Remote,United States,MEDIUM,Data Science,107577
2022,Senior,Full-time,Data Scientist,110820,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,119984
2022,Senior,Full-time,Data Scientist,98506,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,106652
2022,Senior,Full-time,Data Scientist,146000,United States,Full-Remote,United States,MEDIUM,Data Science,158074
2022,Senior,Full-time,Data Scientist,123000,United States,Full-Remote,United States,MEDIUM,Data Science,133172
2022,Entry,Full-time,Data Engineer,49253,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,53326
2022,Entry,Full-time,Data Engineer,43096,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,46660
2022,Executive,Full-time,Data Analyst,130000,United States,Full-Remote,United States,MEDIUM,Data Analyst,140751
2022,Executive,Full-time,Data Analyst,110000,United States,Full-Remote,United States,MEDIUM,Data Analyst,119097
2022,Senior,Full-time,Data Analyst,170000,United States,Full-Remote,United States,MEDIUM,Data Analyst,184059
2022,Senior,Full-time,Data Analyst,135000,United States,Full-Remote,United States,MEDIUM,Data Analyst,146164
2022,Senior,Full-time,Data Science Manager,161342,United States,Full-Remote,United States,MEDIUM,Management,174684
2022,Senior,Full-time,Data Science Manager,137141,United States,Full-Remote,United States,MEDIUM,Management,148482
2022,Senior,Full-time,Data Scientist,167000,United States,Full-Remote,United States,MEDIUM,Data Science,180810
2022,Senior,Full-time,Data Scientist,123000,United States,Full-Remote,United States,MEDIUM,Data Science,133172
2022,Senior,Full-time,Data Engineer,73880,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,79989
2022,Senior,Full-time,Data Engineer,61566,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,66657
2022,Senior,Full-time,Data Scientist,211500,United States,Full-Remote,United States,MEDIUM,Data Science,228991
2022,Senior,Full-time,Data Scientist,138600,United States,Full-Remote,United States,MEDIUM,Data Science,150062
2022,Senior,Full-time,Data Architect,192400,Canada,Full-Remote,Canada,MEDIUM,Data Architecture,208311
2022,Senior,Full-time,Data Architect,90700,Canada,Full-Remote,Canada,MEDIUM,Data Architecture,98200
2022,Senior,Full-time,Data Analyst,130000,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,61300,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,66369
2022,Senior,Full-time,Data Analyst,130000,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,61300,Canada,Full-Remote,Canada,MEDIUM,Data Analyst,66369
2022,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,LARGE,Data Engineering,173232
2022,Senior,Full-time,Data Engineer,113000,United States,On-Site,United States,LARGE,Data Engineering,122345
2022,Senior,Full-time,Data Scientist,150000,United States,On-Site,United States,MEDIUM,Data Science,162405
2022,Senior,Full-time,Data Scientist,95550,United States,On-Site,United States,MEDIUM,Data Science,103451
2022,Intermediate,Full-time,Data Analyst,167000,United States,Full-Remote,United States,MEDIUM,Data Analyst,180810
2022,Intermediate,Full-time,Data Analyst,115500,United States,Full-Remote,United States,MEDIUM,Data Analyst,125051
2022,Senior,Full-time,Data Analyst,112900,United States,Full-Remote,United States,MEDIUM,Data Analyst,122236
2022,Senior,Full-time,Data Analyst,90320,United States,Full-Remote,United States,MEDIUM,Data Analyst,97789
2022,Senior,Full-time,Data Analyst,112900,United States,Full-Remote,United States,MEDIUM,Data Analyst,122236
2022,Senior,Full-time,Data Analyst,90320,United States,Full-Remote,United States,MEDIUM,Data Analyst,97789
2022,Senior,Full-time,Data Engineer,165400,United States,Full-Remote,United States,MEDIUM,Data Engineering,179078
2022,Senior,Full-time,Data Engineer,132320,United States,Full-Remote,United States,MEDIUM,Data Engineering,143262
2022,Senior,Full-time,Data Engineer,243900,United States,Full-Remote,United States,MEDIUM,Data Engineering,264070
2022,Senior,Full-time,Data Engineer,156600,United States,Full-Remote,United States,MEDIUM,Data Engineering,169550
2022,Senior,Full-time,Data Analyst,136600,United States,Full-Remote,United States,MEDIUM,Data Analyst,147896
2022,Senior,Full-time,Data Analyst,109280,United States,Full-Remote,United States,MEDIUM,Data Analyst,118317
2022,Senior,Full-time,Data Engineer,128875,United States,Full-Remote,United States,MEDIUM,Data Engineering,139532
2022,Senior,Full-time,Data Engineer,93700,United States,Full-Remote,United States,MEDIUM,Data Engineering,101448
2022,Executive,Full-time,Head of Data Science,224000,United States,Full-Remote,United States,MEDIUM,Management,242524
2022,Executive,Full-time,Head of Data Science,167875,United States,Full-Remote,United States,MEDIUM,Management,181758
2022,Executive,Full-time,Analytics Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,189472
2022,Executive,Full-time,Analytics Engineer,135000,United States,Full-Remote,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,209100,United States,Full-Remote,United States,LARGE,Data Engineering,226392
2022,Senior,Full-time,Data Engineer,154600,United States,Full-Remote,United States,LARGE,Data Engineering,167385
2022,Senior,Full-time,Data Engineer,180000,United States,Full-Remote,United States,MEDIUM,Data Engineering,194886
2022,Senior,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Data Scientist,205300,United States,On-Site,United States,LARGE,Data Science,222278
2022,Senior,Full-time,Data Scientist,140400,United States,On-Site,United States,LARGE,Data Science,152011
2022,Senior,Full-time,Data Scientist,176000,United States,Full-Remote,United States,MEDIUM,Data Science,190555
2022,Senior,Full-time,Data Scientist,144000,United States,Full-Remote,United States,MEDIUM,Data Science,155908
2022,Senior,Full-time,Data Engineer,200100,United States,Full-Remote,United States,MEDIUM,Data Engineering,216648
2022,Senior,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Data Engineer,70500,United States,On-Site,United States,MEDIUM,Data Engineering,76330
2022,Senior,Full-time,Data Engineer,54000,United States,On-Site,United States,MEDIUM,Data Engineering,58465
2022,Senior,Full-time,Data Scientist,205300,United States,On-Site,United States,MEDIUM,Data Science,222278
2022,Senior,Full-time,Data Scientist,140400,United States,On-Site,United States,MEDIUM,Data Science,152011
2022,Senior,Full-time,Analytics Engineer,205300,United States,On-Site,United States,MEDIUM,Data Engineering,222278
2022,Senior,Full-time,Analytics Engineer,184700,United States,On-Site,United States,MEDIUM,Data Engineering,199974
2022,Senior,Full-time,Data Engineer,175100,United States,Full-Remote,United States,MEDIUM,Data Engineering,189580
2022,Senior,Full-time,Data Engineer,140250,United States,Full-Remote,United States,MEDIUM,Data Engineering,151848
2022,Senior,Full-time,Data Analyst,116150,United States,Full-Remote,United States,MEDIUM,Data Analyst,125755
2022,Senior,Full-time,Data Analyst,99050,United States,Full-Remote,United States,MEDIUM,Data Analyst,107241
2022,Senior,Full-time,Data Engineer,145000,United States,Full-Remote,United States,MEDIUM,Data Engineering,156991
2022,Senior,Full-time,Data Engineer,130000,United States,Full-Remote,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Analyst,112900,United States,Full-Remote,United States,MEDIUM,Data Analyst,122236
2022,Senior,Full-time,Data Analyst,90320,United States,Full-Remote,United States,MEDIUM,Data Analyst,97789
2022,Intermediate,Full-time,Data Analyst,85000,Canada,On-Site,Canada,MEDIUM,Data Analyst,92029
2022,Intermediate,Full-time,Data Analyst,75000,Canada,On-Site,Canada,MEDIUM,Data Analyst,81202
2022,Senior,Full-time,Machine Learning Engineer,214000,United States,Full-Remote,United States,MEDIUM,Machine Learning,231697
2022,Senior,Full-time,Machine Learning Engineer,192600,United States,Full-Remote,United States,MEDIUM,Machine Learning,208528
2022,Senior,Full-time,Data Architect,266400,United States,Full-Remote,United States,MEDIUM,Data Architecture,288431
2022,Senior,Full-time,Data Architect,213120,United States,Full-Remote,United States,MEDIUM,Data Architecture,230745
2022,Senior,Full-time,Data Engineer,155000,United States,Full-Remote,United States,MEDIUM,Data Engineering,167818
2022,Senior,Full-time,Data Engineer,115000,United States,Full-Remote,United States,MEDIUM,Data Engineering,124510
2022,Intermediate,Full-time,Data Scientist,141300,United States,On-Site,United States,MEDIUM,Data Science,152985
2022,Intermediate,Full-time,Data Scientist,102100,United States,On-Site,United States,MEDIUM,Data Science,110543
2022,Senior,Full-time,Data Analyst,115934,United States,Full-Remote,United States,MEDIUM,Data Analyst,125521
2022,Senior,Full-time,Data Analyst,81666,United States,Full-Remote,United States,MEDIUM,Data Analyst,88419
2022,Intermediate,Full-time,Data Engineer,206699,United States,On-Site,United States,MEDIUM,Data Engineering,223793
2022,Intermediate,Full-time,Data Engineer,99100,United States,On-Site,United States,MEDIUM,Data Engineering,107295
2022,Senior,Full-time,Data Engineer,130000,United States,Full-Remote,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Engineer,110500,United States,Full-Remote,United States,MEDIUM,Data Engineering,119638
2022,Intermediate,Full-time,Data Analyst,61566,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,66657
2022,Intermediate,Full-time,Data Analyst,43096,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,46660
2022,Senior,Full-time,Data Analyst,80000,United States,Full-Remote,United States,MEDIUM,Data Analyst,86616
2022,Senior,Full-time,Data Analyst,60000,United States,Full-Remote,United States,MEDIUM,Data Analyst,64962
2022,Senior,Full-time,Data Architect,192564,United States,Full-Remote,United States,MEDIUM,Data Architecture,208489
2022,Senior,Full-time,Data Architect,144854,United States,Full-Remote,United States,MEDIUM,Data Architecture,156833
2022,Senior,Full-time,Data Scientist,230000,United States,Full-Remote,United States,MEDIUM,Data Science,249021
2022,Senior,Full-time,Data Scientist,150000,United States,Full-Remote,United States,MEDIUM,Data Science,162405
2022,Senior,Full-time,Data Analytics Manager,150260,United States,Full-Remote,United States,MEDIUM,Management,162686
2022,Senior,Full-time,Data Analytics Manager,109280,United States,Full-Remote,United States,MEDIUM,Management,118317
2022,Senior,Full-time,Data Analyst,170000,United States,Full-Remote,United States,MEDIUM,Data Analyst,184059
2022,Senior,Full-time,Data Analyst,150000,United States,Full-Remote,United States,MEDIUM,Data Analyst,162405
2022,Intermediate,Full-time,Data Scientist,160000,United States,Full-Remote,United States,MEDIUM,Data Science,173232
2022,Intermediate,Full-time,Data Scientist,130000,United States,Full-Remote,United States,MEDIUM,Data Science,140751
2022,Entry,Full-time,Data Analyst,67000,Canada,On-Site,Canada,MEDIUM,Data Analyst,72540
2022,Entry,Full-time,Data Analyst,52000,Canada,On-Site,Canada,MEDIUM,Data Analyst,56300
2022,Senior,Full-time,Data Engineer,154000,United States,Full-Remote,United States,MEDIUM,Data Engineering,166735
2022,Senior,Full-time,Data Engineer,126000,United States,Full-Remote,United States,MEDIUM,Data Engineering,136420
2022,Senior,Full-time,Data Analyst,129000,United States,On-Site,United States,MEDIUM,Data Analyst,139668
2022,Senior,Full-time,Data Analyst,99000,United States,On-Site,United States,MEDIUM,Data Analyst,107187
2022,Senior,Full-time,Data Scientist,210000,United States,Full-Remote,United States,MEDIUM,Data Science,227367
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Scientist,210000,United States,Full-Remote,United States,MEDIUM,Data Science,227367
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Scientist,210000,United States,Full-Remote,United States,MEDIUM,Data Science,227367
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Analyst,100000,United States,Full-Remote,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Data Analyst,69000,United States,Full-Remote,United States,MEDIUM,Data Analyst,74706
2022,Senior,Full-time,Data Scientist,210000,United States,Full-Remote,United States,MEDIUM,Data Science,227367
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Analyst,150075,United States,Full-Remote,United States,MEDIUM,Data Analyst,162486
2022,Senior,Full-time,Data Analyst,110925,United States,Full-Remote,United States,MEDIUM,Data Analyst,120098
2022,Senior,Full-time,Data Engineer,100000,United States,Full-Remote,United States,MEDIUM,Data Engineering,108270
2022,Senior,Full-time,Data Engineer,25000,United States,Full-Remote,United States,MEDIUM,Data Engineering,27067
2022,Senior,Full-time,Data Analyst,126500,United States,Full-Remote,United States,MEDIUM,Data Analyst,136961
2022,Senior,Full-time,Data Analyst,106260,United States,Full-Remote,United States,MEDIUM,Data Analyst,115047
2022,Senior,Full-time,Data Engineer,220110,United States,Full-Remote,United States,MEDIUM,Data Engineering,238313
2022,Senior,Full-time,Data Engineer,160080,United States,Full-Remote,United States,MEDIUM,Data Engineering,173318
2022,Senior,Full-time,Data Analyst,105000,United States,Full-Remote,United States,MEDIUM,Data Analyst,113683
2022,Senior,Full-time,Data Analyst,100000,United States,Full-Remote,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Data Analyst,170000,United States,Full-Remote,United States,MEDIUM,Data Analyst,184059
2022,Senior,Full-time,Data Analyst,135000,United States,Full-Remote,United States,MEDIUM,Data Analyst,146164
2022,Senior,Full-time,Data Scientist,230000,United States,Full-Remote,United States,MEDIUM,Data Science,249021
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Intermediate,Full-time,Data Analyst,135000,United States,Full-Remote,United States,MEDIUM,Data Analyst,146164
2022,Intermediate,Full-time,Data Analyst,50000,United States,Full-Remote,United States,MEDIUM,Data Analyst,54135
2022,Senior,Full-time,Data Scientist,220000,United States,Full-Remote,United States,MEDIUM,Data Science,238194
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Intermediate,Full-time,Data Scientist,172386,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,186642
2022,Intermediate,Full-time,Data Scientist,86193,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,93321
2022,Senior,Full-time,Machine Learning Engineer,220000,United States,Full-Remote,United States,MEDIUM,Machine Learning,238194
2022,Senior,Full-time,Machine Learning Engineer,120000,United States,Full-Remote,United States,MEDIUM,Machine Learning,129924
2022,Intermediate,Full-time,Data Scientist,200000,United States,Full-Remote,United States,MEDIUM,Data Science,216540
2022,Intermediate,Full-time,Data Scientist,120000,United States,Full-Remote,United States,MEDIUM,Data Science,129924
